name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Washington,DC,USA",11/21/21,53,37.4,45.8,53,34.7,44.6,36.5,71.4,0,0,0,,0,0,,10.2,198,1023.9,81.6,9.9,28.2,2.3,2,,2021-11-21T06:57:43,2021-11-21T16:50:10,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/22/21,53.1,37.9,47.3,53.1,28.9,43.8,33.8,61.6,0.07,100,20.83,rain,0,0,34.4,21.9,328.1,1014.2,84.6,9.9,27.7,2.3,2,,2021-11-22T06:58:48,2021-11-22T16:49:38,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/23/21,44.8,33,38.4,37.4,24.4,31.2,16.9,41.8,0,0,0,,0,0,29.8,17.2,314.8,1021.1,31.9,9.9,77.5,6.6,5,,2021-11-23T06:59:52,2021-11-23T16:49:08,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/24/21,48.7,30.3,39.5,47.7,24.5,36.5,20.4,47,0,0,0,,0,0,,9.6,266.8,1028.6,29,9.9,84.4,7.3,5,,2021-11-24T07:00:56,2021-11-24T16:48:40,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/25/21,57.1,34.6,44.6,57.1,29.7,42.6,29.3,56.2,0,0,0,,0,0,,8.7,197.7,1018.5,79.6,9.9,53.5,4.5,3,,2021-11-25T07:01:59,2021-11-25T16:48:14,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/26/21,48.5,35.7,43.1,46.7,26.8,36.5,27.9,57.6,0.09,100,12.5,rain,0,0,41.8,23.7,298.6,1011.3,78.7,9.6,77,6.7,5,,2021-11-26T07:03:02,2021-11-26T16:47:50,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/27/21,44.7,33.8,39,40.2,23.8,32.5,18.7,44,0,0,0,,0,0,28.3,16.4,297.8,1016.2,70.7,9.9,78.1,6.9,5,,2021-11-27T07:04:04,2021-11-27T16:47:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/28/21,55.3,37.3,45.9,55.3,34.3,43.4,28.9,52.1,0,0,0,,0,0,18.3,11.1,120.4,1011.2,67.4,9.9,77.2,6.7,5,,2021-11-28T07:05:05,2021-11-28T16:47:09,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/29/21,46.8,34.3,41.6,41.2,30.3,35.5,22.2,46.2,0,0,0,,0,0,35,21.7,320.1,1016.1,55.5,9.9,39.4,3.4,3,,2021-11-29T07:06:06,2021-11-29T16:46:51,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",11/30/21,50.1,34.5,40.7,50.1,29.2,37.6,27,59.7,0,0,0,,0,0,,13.7,186.2,1016.7,71.4,9.9,41.8,3.6,3,,2021-11-30T07:07:06,2021-11-30T16:46:36,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/1/21,56.9,32.5,44.8,56.9,29.5,43.6,32,63.3,0,0,0,,0,0,,9.1,183.2,1020.4,53.3,9.9,70.1,6,5,,2021-12-01T07:08:05,2021-12-01T16:46:23,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/2/21,64.1,43.9,55,64.1,39.9,53.9,40.1,58.6,0,0,0,,0,0,25.3,16.6,210.5,1010,87.2,9.9,43.3,3.7,2,,2021-12-02T07:09:03,2021-12-02T16:46:12,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/3/21,61.8,44.5,50.7,61.8,39.9,49.4,30.9,47.1,0,0,0,,0,0,36.9,22.6,324.2,1016.2,71.1,9.9,18.9,1.5,1,,2021-12-03T07:10:00,2021-12-03T16:46:03,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/4/21,57.9,41.6,48.6,57.9,38.8,47.8,33.2,57.6,0,0,0,,0,0,,9,24,1020,81.6,9.9,73,6.2,4,,2021-12-04T07:10:56,2021-12-04T16:45:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/5/21,52,36.5,45.6,52,30.6,44.4,28.9,53.9,0,0,0,,0,0,,8.6,92.2,1025.9,64.7,9.9,25.6,2.1,1,,2021-12-05T07:11:51,2021-12-05T16:45:52,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/6/21,69.7,44.5,55.1,69.7,39.7,53.4,39.8,58.7,0,0,0,,0,0,51.2,29.8,222.4,1012.2,87.5,9.9,30.6,2.7,2,,2021-12-06T07:12:44,2021-12-06T16:45:50,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/7/21,44,35.3,39.1,39.6,29.3,34.1,15.3,37.8,0,0,0,,0,0,31.3,20.8,323,1022.9,69.3,9.9,65.2,5.9,4,,2021-12-07T07:13:37,2021-12-07T16:45:50,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KDAA,KADW,74594013705"
"Washington,DC,USA",12/8/21,42.9,36.5,39.6,40.8,31.4,35.7,24.5,54.6,0,0,0,,0,0,26.4,18.8,336.8,1017.1,82.9,9.9,31.3,2.7,3,,2021-12-08T07:14:28,2021-12-08T16:45:52,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/9/21,42.9,31.1,38,40.3,24,33.3,22.1,53.2,0,0,0,,0,0,,12.2,194.9,1023.4,76.3,9.9,35.6,3.3,2,,2021-12-09T07:15:18,2021-12-09T16:45:56,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/10/21,53.2,38.5,46.1,53.2,31.5,43.4,33.9,62.7,0.01,100,4.17,rain,0,0,,10.8,173.5,1020.1,96.6,9.9,43.9,3.8,3,,2021-12-10T07:16:07,2021-12-10T16:46:03,0.22,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/11/21,69.1,47.8,58.6,69.1,45.9,58.3,51.4,78,0.16,100,12.5,rain,0,0,42,23.9,211.9,1009.7,98.8,9.3,14.2,1.2,1,,2021-12-11T07:16:55,2021-12-11T16:46:11,0.27,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/12/21,51,38.9,45.2,51,34.6,41.1,21.2,39.4,0,0,0,,0,0,45.6,19.7,293.2,1023.3,33.2,9.9,76.8,6.7,5,,2021-12-12T07:17:41,2021-12-12T16:46:22,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/13/21,51.5,32.7,41.2,51.5,28.3,38.7,27.5,59.9,0,0,0,,0,0,,9.7,187.3,1027.7,38.4,9.9,75.3,6.4,5,,2021-12-13T07:18:25,2021-12-13T16:46:35,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/14/21,59.8,34.7,45.7,59.8,34.7,45.1,28.9,55.2,0,0,0,,0,0,,7.8,55.2,1032.3,48.6,9.9,74.7,6.4,5,,2021-12-14T07:19:08,2021-12-14T16:46:50,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/15/21,57.8,36.3,46.7,57.8,32.7,45.6,37.6,71,0,0,0,,0,0,,6.7,156.5,1032.8,62.8,9.9,65.2,5.4,4,,2021-12-15T07:19:49,2021-12-15T16:47:07,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/16/21,66.9,45.6,55.3,66.9,41.1,53.7,41.8,62.8,0,0,0,,0,0,23,14.5,197.3,1020.2,71.4,9.9,71.9,6.2,5,,2021-12-16T07:20:29,2021-12-16T16:47:26,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/17/21,64.8,54.8,59,64.8,54.8,59,39.4,50.1,0,0,0,,0,0,,12.2,336.1,1020.3,92.8,9.9,43.4,3.7,4,,2021-12-17T07:21:07,2021-12-17T16:47:47,0.49,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/18/21,55.3,49.9,52.3,55.3,46.4,52.2,36.2,56.3,0,0,0,,0,0,,9.7,94.8,1016.8,99.2,9.8,15.5,1.3,1,,2021-12-18T07:21:43,2021-12-18T16:48:11,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/19/21,56,34.5,45.3,56,26,39.2,30,55.8,0,0,0,,0,0,36.2,23.7,341.5,1019.5,76.6,9.7,36.6,3,2,,2021-12-19T07:22:18,2021-12-19T16:48:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/20/21,41,27.7,34,39.8,19.9,28.1,19.1,55.5,0,0,0,,0,0,,10,329.9,1027.3,20.1,9.9,76,6.6,5,,2021-12-20T07:22:51,2021-12-20T16:49:03,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/21/21,42.9,29.4,36.4,38.7,24.2,33.5,26.2,67.6,0.06,100,12.5,rain,0,0,,7.7,70.6,1018.2,92.9,8.6,27.6,2.4,1,,2021-12-21T07:23:22,2021-12-21T16:49:33,0.53,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/22/21,50.9,34.7,41.5,50.9,26.1,36,26.1,58.5,0.19,100,41.67,rain,0,0,34.7,22.4,324.8,1009.1,49.2,8.2,74.8,6.3,5,,2021-12-22T07:23:51,2021-12-22T16:50:04,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/23/21,42,29.1,35.2,39.2,21.9,29.4,17.3,48,0.06,100,8.33,rain,0,0,,13.2,311.9,1023,24.4,9.9,59.9,5.2,4,,2021-12-23T07:24:18,2021-12-23T16:50:37,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/24/21,53.9,38.6,45.9,53.9,30.2,42.7,28.6,51.2,0,0,0,,0,0,24.2,15.6,189.4,1016.2,79.5,9.9,48.5,4.1,4,,2021-12-24T07:24:43,2021-12-24T16:51:12,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/25/21,66.9,48.8,57.5,66.9,45.4,57.2,43.6,60.3,0.07,100,8.33,rain,0,0,31.1,13.9,201.6,1003.8,87.7,9.9,50.7,4.5,4,,2021-12-25T07:25:07,2021-12-25T16:51:49,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/26/21,61.9,45.8,54.8,61.9,40.4,54,40.4,59.3,0,0,0,,0,0,,13.5,332.8,1013.7,21,9.9,75.3,6.6,5,,2021-12-26T07:25:28,2021-12-26T16:52:27,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/27/21,42.9,39.4,41,40.8,34.1,37.4,30.9,67.5,0,0,0,,0,0,,11.1,92.8,1016.5,88.8,9.9,10.1,0.8,0,,2021-12-27T07:25:47,2021-12-27T16:53:07,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/28/21,56.9,38.5,47.9,56.9,35,46.9,32.8,59.9,0,0,0,,0,0,,10.8,80.8,1011.7,95,9.9,29.8,2.5,2,,2021-12-28T07:26:05,2021-12-28T16:53:49,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/29/21,53.8,47.8,50.2,53.8,45.4,49.2,40.5,70.1,0.11,100,12.5,rain,0,0,,9.9,49.5,1010.9,97.5,9.4,24.3,2.1,1,,2021-12-29T07:26:20,2021-12-29T16:54:33,0.88,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/30/21,53.9,47,50.4,53.9,44.4,49.7,47.4,89.6,0.15,100,25,rain,0,0,,7.6,129.9,1013.4,97.5,5.3,16.5,1.4,1,,2021-12-30T07:26:33,2021-12-30T16:55:18,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",12/31/21,57.9,50.1,53.2,57.9,50.1,53.2,50,88.8,0.04,100,8.33,rain,0,0,,11,179.7,1013.5,86.5,7.6,28.4,2.5,2,,2021-12-31T07:26:44,2021-12-31T16:56:05,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
